skip_cap,feature_set,xgb_set,warmup,max_rows,train_mode,pred_mode,shock_weight,blend,feature_count,n_spec_final,n_shock_final,wf_active,wf_ph_r2,wf_ec_r2,wf_min_r2,wf_ph_mae,wf_ec_mae,ho_active,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae
48.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,0.0,44,343,12,2,0.7552603481959924,0.8274610223979921,0.7552603481959924,0.519777855580686,0.1841328460702512,4,0.9481739062088331,0.46991204242137186,0.28630851808190333,0.3826008839163425
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.0,44,446,12,2,0.7551469775902688,0.8391766554087979,0.7551469775902688,0.5078843403121699,0.16784946761531686,4,0.9426848546327024,0.5536984630316897,0.29419635976105923,0.36744785082699016
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.8,44,446,12,2,0.7549530746164701,0.9080461257869221,0.7549530746164701,0.507372053893368,0.15107106499190084,4,0.9189331993973037,0.653293365569154,0.32072065662204263,0.3267985751992576
48.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.0,44,251,12,2,0.7547205738827543,0.8350143530939109,0.7547205738827543,0.5192736336448485,0.173663463996935,4,0.9419319290631379,0.4386760579260194,0.2991092357691377,0.3947221580673751
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.0,44,339,12,2,0.7537330846134339,0.8269329332478712,0.7537330846134339,0.5212354063545015,0.17881796148525383,4,0.9490304588977159,0.47056314810991606,0.2731428644172847,0.3813364904976232
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,1.2,44,339,12,2,0.75344165651251,0.9570824332711422,0.75344165651251,0.5211887458218268,0.13975783818805207,4,0.8706761936364519,0.6523788201096684,0.34732498140847873,0.3018029604486977
72.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.8,44,323,12,2,0.7533985833163521,0.8671222934893518,0.7533985833163521,0.5066036064114876,0.16891448921973967,4,0.9366988630882292,0.6850882529313169,0.30392945038953273,0.3113482444887625
72.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,1.0,44,509,12,2,0.7502091070880519,0.9580484241508364,0.7502091070880519,0.5108815405973811,0.13419385685366156,4,0.8982884249163477,0.6276336330504411,0.3176170104523295,0.3334192818781738
96.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.2,44,364,12,2,0.7494594678495964,0.8401779604200301,0.7494594678495964,0.524651833681198,0.1803040973250595,4,0.9365262936913807,0.7032195276621545,0.29685587942202646,0.29306332193021634
72.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.0,44,323,12,2,0.748293294389684,0.8797585174979328,0.748293294389684,0.5142626160588075,0.16486049697783384,4,0.9363551655683825,0.7296175145412704,0.30424685704542137,0.2912814844884119
72.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.0,44,323,12,2,0.7472487031684355,0.8272008942008016,0.7472487031684355,0.5170662565529346,0.18040974648165486,4,0.9379704695008423,0.5142913107438888,0.302659823346883,0.37362688321010357
48.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.0,44,251,12,2,0.7467806153577936,0.8814841784871799,0.7467806153577936,0.5252262013782286,0.1816423078980048,4,0.9213697728144552,0.721646641241134,0.325595952538068,0.29319499522189935
48.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.8,44,251,12,2,0.7466699944178234,0.8684976616963009,0.7466699944178234,0.5232818352650987,0.18247034080472516,4,0.9260500020688449,0.663489130429433,0.3202986090585534,0.31873080784912067
48.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.2,44,251,12,2,0.7455923672775748,0.894901826485945,0.7455923672775748,0.5290989782692412,0.18065636265637966,4,0.9164056445887511,0.7767578088597011,0.3308932960175826,0.26430328477205256
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,1.0,44,446,12,2,0.7441888404534468,0.930878995939997,0.7441888404534468,0.5167317824980863,0.14404614721701806,4,0.911663681790118,0.6751545164764896,0.3273517311195956,0.3132404780875545
48.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,0.8,44,343,12,2,0.7437413036978924,0.8974601715040933,0.7437413036978924,0.5309044376517246,0.18456029055000583,4,0.8987846144409097,0.5964435492702392,0.34264668611539084,0.3362925083719942
48.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,0.8,44,339,12,2,0.7417658337612623,0.8931901069808769,0.7417658337612623,0.533258588235381,0.18033664714835043,4,0.9032773004600907,0.5979363317918215,0.3225976091925557,0.3349488837504917
96.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.8,44,364,12,2,0.7405889120476786,0.7995097822287061,0.7405889120476786,0.5346026312722931,0.2252849121077269,4,0.9377330163836112,0.6439288189877639,0.29495461984955434,0.31981871979764254
72.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.2,44,323,12,2,0.7405309018775568,0.893315411892191,0.7405309018775568,0.5219216257061277,0.1615843883875152,4,0.9360011496625794,0.772806100437903,0.30456426370131,0.26892619427162234
48.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,1.0,44,343,12,2,0.7403704078072983,0.923651686747147,0.7403704078072983,0.5364757607091676,0.1751818738262558,4,0.8808903203636789,0.6263097313830603,0.35673122841480104,0.3211489438639005
48.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,1.0,44,339,12,2,0.7380840237955799,0.9179986942837479,0.7380840237955799,0.5388313797464377,0.17214558066768604,4,0.8877871243530535,0.6273356525567976,0.3349612953005172,0.31936912886489066
72.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,1.2,44,509,12,2,0.7373601796669667,0.9788490951429372,0.7373601796669667,0.5196474136618122,0.11940145321447734,4,0.8842531967313003,0.6386567235163131,0.3277975524234247,0.3216309322577096
96.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.0,44,364,12,2,0.7371472335319055,0.7867574377014108,0.7371472335319055,0.540828368949729,0.23014238643210108,4,0.9399051453212278,0.5268127385298567,0.29115210163593286,0.3629060886990021
72.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,0.8,44,509,12,2,0.7366951982986286,0.9030017112793044,0.7366951982986286,0.5268577084925768,0.1805792162338973,4,0.911087934995682,0.6137028580933236,0.3074364684812344,0.34386469693706023
96.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.0,44,364,12,2,0.7349364487903284,0.8029376012970548,0.7349364487903284,0.5416675491155278,0.22381137956073985,4,0.9371397098736477,0.6737670266726083,0.2959052496357904,0.3069340599856149
48.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,1.2,44,343,12,2,0.734654053157456,0.9469480154879708,0.734654053157456,0.5420470837666105,0.16582839284068163,4,0.8607772378841549,0.6529482512752907,0.3708157707142112,0.3042653783525483
72.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,0.0,44,509,12,2,0.7339442291492344,0.8171617397034169,0.7339442291492344,0.530181599390265,0.20194604596184176,4,0.949928794222508,0.547432735656848,0.2667143006492406,0.37391519226820147
48.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,0.0,44,343,12,2,0.7337702996677871,0.8195212579720124,0.7337702996677871,0.5430886114380522,0.20530842073161965,4,0.9481739062088331,0.46991204242137186,0.28630851808190333,0.3826008839163425
48.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.0,44,251,12,2,0.7332388204560523,0.8265992267717376,0.7332388204560523,0.5426184585519335,0.1955464293389329,4,0.9419319290631379,0.4386760579260194,0.2991092357691377,0.3947221580673751
72.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,0.0,44,446,12,2,0.7327169194350681,0.8185149631910652,0.7327169194350681,0.5322366060840116,0.20163332665399783,4,0.9426848546327024,0.5536984630316897,0.29419635976105923,0.36744785082699016
72.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,0.8,44,446,12,2,0.7325259963082351,0.8830501970122653,0.7325259963082351,0.5317589336124262,0.1859885998835154,4,0.9189331993973037,0.653293365569154,0.32072065662204263,0.3267985751992576
48.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,0.0,44,339,12,2,0.7322665066471448,0.8190264036251678,0.7322665066471448,0.5444476790514747,0.20035264996993288,4,0.9490304588977159,0.47056314810991606,0.2731428644172847,0.3813364904976232
48.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,1.2,44,339,12,2,0.7319795571322129,0.9409850649826396,0.7319795571322129,0.5444041712574944,0.16393172419281235,4,0.8706761936364519,0.6523788201096684,0.34732498140847873,0.3018029604486977
72.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.8,44,323,12,2,0.7310622234364987,0.8447249246536891,0.7310622234364987,0.5309709785346818,0.2026072785597438,4,0.9366988630882292,0.6850882529313169,0.30392945038953273,0.3113482444887625
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,1.2,44,446,12,2,0.729138302922594,0.9536479646492446,0.729138302922594,0.5260915111028045,0.13526790181436302,4,0.903861522708148,0.6933956179856018,0.3339828056171486,0.2980680268804769
72.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,1.0,44,509,12,2,0.7278549327532212,0.929905646876994,0.7278549327532212,0.5350312928364382,0.1702517436465085,4,0.8982884249163477,0.6276336330504411,0.3176170104523295,0.3334192818781738
96.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.2,44,364,12,2,0.7266788323784606,0.8064311702965494,0.7266788323784606,0.5487324669587625,0.22221535324436612,4,0.9365262936913807,0.7032195276621545,0.29685587942202646,0.29306332193021634
72.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.0,44,323,12,2,0.7260353911699786,0.856565899566571,0.7260353911699786,0.5381124875301558,0.1988272047125614,4,0.9363551655683825,0.7296175145412704,0.30424685704542137,0.2912814844884119
48.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.0,44,251,12,2,0.7258478898452774,0.8657157045908239,0.7258478898452774,0.53378766634364,0.20311607355114392,4,0.9213697728144552,0.721646641241134,0.325595952538068,0.29319499522189935
48.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.8,44,251,12,2,0.7257392495122366,0.8539467114150395,0.7257392495122366,0.5319663613769108,0.2038916993118693,4,0.9260500020688449,0.663489130429433,0.3202986090585534,0.31873080784912067
72.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,0.0,44,323,12,2,0.7250068529360569,0.8073159417849254,0.7250068529360569,0.5407266928557608,0.21332582924990803,4,0.9379704695008423,0.5142913107438888,0.302659823346883,0.37362688321010357
48.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.2,44,251,12,2,0.724680916691687,0.8778754091733068,0.724680916691687,0.5374153307731961,0.20219252990708997,4,0.9164056445887511,0.7767578088597011,0.3308932960175826,0.26430328477205256
48.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,0.8,44,343,12,2,0.7228629953846477,0.8801939019258082,0.7228629953846477,0.5391065205745096,0.2058493737568158,4,0.8987846144409097,0.5964435492702392,0.34264668611539084,0.3362925083719942
72.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,1.0,44,446,12,2,0.7219271839016714,0.9044461015552723,0.7219271839016714,0.5404862481222309,0.17943833871504355,4,0.911663681790118,0.6751545164764896,0.3273517311195956,0.3132404780875545
48.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,0.8,44,339,12,2,0.7209228951478794,0.8763241683364912,0.7209228951478794,0.5413116742857826,0.2018930495577968,4,0.9032773004600907,0.5979363317918215,0.3225976091925557,0.3349488837504917
96.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.8,44,364,12,2,0.7202187393133399,0.789612116305999,0.7202187393133399,0.5428368257931123,0.2510289771799195,4,0.9377330163836112,0.6439288189877639,0.29495461984955434,0.31981871979764254
48.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,1.0,44,343,12,2,0.719552453526127,0.9039298866492443,0.719552453526127,0.54432522824857,0.19706452771178412,4,0.8808903203636789,0.6263097313830603,0.35673122841480104,0.3211489438639005
72.0,current_union,current,35,4,chem_event,salt_shock_strict,8.0,1.2,44,323,12,2,0.7183922889468063,0.869269603324117,0.7183922889468063,0.54525399652563,0.1957724548107778,4,0.9360011496625794,0.772806100437903,0.30456426370131,0.26892619427162234
72.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,0.8,44,509,12,2,0.7175198841510881,0.8878054572715491,0.7175198841510881,0.5334615666139954,0.20275178467399171,4,0.911087934995682,0.6137028580933236,0.3074364684812344,0.34386469693706023
48.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,1.0,44,339,12,2,0.7173070059593343,0.8988068786251657,0.7173070059593343,0.5465317574733547,0.19422040500628837,4,0.8877871243530535,0.6273356525567976,0.3349612953005172,0.31936912886489066
96.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.0,44,364,12,2,0.7168386821535114,0.7780553410648968,0.7168386821535114,0.5486685294403305,0.25557901642047254,4,0.9399051453212278,0.5268127385298567,0.29115210163593286,0.3629060886990021
72.0,current_union,current,35,12,chem_event,salt_shock_strict,8.0,1.2,44,509,12,2,0.7152034640747114,0.9493972468376563,0.7152034640747114,0.5432048771802996,0.1564588267397016,4,0.8842531967313003,0.6386567235163131,0.3277975524234247,0.3216309322577096
72.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,0.0,44,509,12,2,0.7148181695873187,0.8100132320002055,0.7148181695873187,0.5365750846700578,0.22276628340649668,4,0.949928794222508,0.547432735656848,0.2667143006492406,0.37391519226820147
96.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.0,44,364,12,2,0.7146674802936165,0.7927185673946816,0.7146674802936165,0.5494545969374081,0.24964870618653923,4,0.9371397098736477,0.6737670266726083,0.2959052496357904,0.3069340599856149
48.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,1.2,44,343,12,2,0.7139384470540618,0.9250421170022015,0.7139384470540618,0.5495439359226305,0.18830303919365135,4,0.8607772378841549,0.6529482512752907,0.3708157707142112,0.3042653783525483
72.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,0.0,44,446,12,2,0.7136128341767964,0.8112395868610125,0.7136128341767964,0.5385000276490102,0.22247335645990873,4,0.9426848546327024,0.5536984630316897,0.29419635976105923,0.36744785082699016
72.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,0.8,44,446,12,2,0.7134253294232666,0.8697244553341963,0.7134253294232666,0.5380525876123353,0.20781880226983657,4,0.9189331993973037,0.653293365569154,0.32072065662204263,0.3267985751992576
48.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,0.0,44,343,12,2,0.7130705166832882,0.809561987590523,0.7130705166832882,0.5505195441211962,0.2252843311421249,4,0.9481739062088331,0.46991204242137186,0.28630851808190333,0.3826008839163425
48.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.0,44,251,12,2,0.7125485533137605,0.8159763762864114,0.7125485533137605,0.5500791477468572,0.21614018730593726,4,0.9419319290631379,0.4386760579260194,0.2991092357691377,0.3947221580673751
72.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.8,44,323,12,2,0.7119877645976154,0.8349922884174328,0.7119877645976154,0.5373145031091319,0.22338566583997457,4,0.9366988630882292,0.6850882529313169,0.30392945038953273,0.3113482444887625
48.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,0.0,44,339,12,2,0.7115936482474285,0.8091135272739651,0.7115936482474285,0.5517925947970603,0.2206422167577601,4,0.9490304588977159,0.47056314810991606,0.2731428644172847,0.3813364904976232
48.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,1.2,44,339,12,2,0.7113118364053259,0.9196382104016209,0.7113118364053259,0.5517518406609269,0.18652641286526744,4,0.8706761936364519,0.6523788201096684,0.34732498140847873,0.3018029604486977
72.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,1.0,44,509,12,2,0.7088378986853927,0.9121870708750779,0.7088378986853927,0.5411178354930555,0.19307794959213384,4,0.8982884249163477,0.6276336330504411,0.3176170104523295,0.3334192818781738
72.0,current_union,current,35,8,chem_event,salt_shock_strict,8.0,1.2,44,446,12,2,0.7071079388451655,0.925782126232843,0.7071079388451655,0.5492135626320358,0.1712532180017571,4,0.903861522708148,0.6933956179856018,0.3339828056171486,0.2980680268804769
72.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.0,44,323,12,2,0.7070509349908294,0.8457231375887994,0.7070509349908294,0.544004017864386,0.21984483717299355,4,0.9363551655683825,0.7296175145412704,0.30424685704542137,0.2912814844884119
96.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.2,44,364,12,2,0.7065577119500208,0.7958846041677646,0.7065577119500208,0.5560723680817038,0.2481536941939866,4,0.9365262936913807,0.7032195276621545,0.29685587942202646,0.29306332193021634
72.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,0.0,44,323,12,2,0.7060408121668088,0.8010905061932161,0.7060408121668088,0.5464527671567248,0.23342582724595115,4,0.9379704695008423,0.5142913107438888,0.302659823346883,0.37362688321010357
72.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,1.0,44,446,12,2,0.7030162829082304,0.8891144317698514,0.7030162829082304,0.5462275404443043,0.20168311459304017,4,0.911663681790118,0.6751545164764896,0.3273517311195956,0.3132404780875545
72.0,current_union,current,30,4,chem_event,salt_shock_strict,8.0,1.2,44,323,12,2,0.6995446782982485,0.8572358322733935,0.6995446782982485,0.5506935326196403,0.21698342587258865,4,0.9360011496625794,0.772806100437903,0.30456426370131,0.26892619427162234
72.0,current_union,current,30,12,chem_event,salt_shock_strict,8.0,1.2,44,509,12,2,0.6964129475770421,0.929851276806207,0.6964129475770421,0.5487741043721156,0.1801580021098084,4,0.8842531967313003,0.6386567235163131,0.3277975524234247,0.3216309322577096
72.0,current_union,current,30,8,chem_event,salt_shock_strict,8.0,1.2,44,446,12,2,0.6884623682625325,0.9084501422511297,0.6884623682625325,0.5544024932762734,0.19401603949451865,4,0.903861522708148,0.6933956179856018,0.3339828056171486,0.2980680268804769
